s2,s3,s4,s11
1389.3849580157182,1565.2260500334087,1397.3776643061715,48.6017850159416
1406.6572914221933,1547.459901582665,1395.6428916761527,45.27982535206018
1411.6195108014401,1620.4518046113897,1399.6712551484757,44.70360855123103
1386.0960429263287,1605.0508146205846,1400.4030769933024,45.90966592519293
1399.107119659073,1564.4196115696002,1408.9493006156556,48.56781137304838
1351.380989898964,1585.4484279330723,1405.9109053132522,48.82232604527455
1384.6341853799856,1588.3493017964258,1398.435907212072,45.61293217939824
1396.2114777291026,1603.8217170954695,1407.63668149719,47.46096403060451
1381.2832522705273,1563.6278994667985,1404.0073725369161,49.75164699971013
1424.4861695589746,1601.8421356796484,1395.7340036371397,47.6229672158605
1378.5478793305906,1569.0418939158612,1398.7528184176351,49.132254927849644
1393.3993326995453,1553.2827519166278,1398.517771111569,48.49808985512465
1401.9611086592913,1594.48273118629,1405.052613431742,45.63470194065813
1421.6190993359917,1605.8151684824486,1396.3297738527835,46.71502786475438
1378.4620677323085,1631.7581794706136,1396.0959081357837,47.052131717437774
1417.4474562823243,1556.0054946981957,1419.6875730943395,47.15620008203201
1400.153495915294,1593.9783937016157,1409.397354817471,48.374493430157855
1385.2773702342806,1571.8039751241292,1392.3939933557485,47.61302714341311
1406.931552113949,1595.6671742104807,1405.709409939422,42.59569858433283
1402.985895433602,1550.590208975375,1401.1835006565518,45.03073959036091
1390.996746842618,1554.7446044860287,1403.9155117526009,43.71892862753594
1401.0470312748503,1564.4825035366703,1401.3734132456511,47.263047860983
1394.2202960470736,1581.5792809133618,1411.8964264548524,47.36073147420164
1401.7027601787688,1567.1783746692329,1403.4562034465146,47.424837437916075
1409.9319601178156,1593.1810868782684,1399.3791130178572,45.561607598428076
1423.7902522421803,1600.5378923651583,1410.4219057698301,48.011216007679984
1381.4327675175973,1591.991550824907,1402.3328504108788,48.074393744702796
1431.995500619844,1612.3757527932173,1401.2147857932905,45.117276399192264
1370.7186830071626,1588.3165325891068,1403.1402260248612,44.80094269782669
1397.7232235744661,1555.6620657931967,1399.0639097663363,46.999802470659596
1408.8247580972686,1607.2675302707669,1400.0922699299547,49.68767341042004
1404.2148780160255,1567.89687528788,1394.1330541123812,49.54961411329796
1390.6595072026912,1598.2083699937114,1392.4883278037612,47.84510654067208
1396.8781662446409,1611.474684331102,1390.0142961351755,45.905004992629884
1392.6049859801176,1589.133760214608,1386.0801671320291,48.330263989232876
1391.1595286458369,1550.076823736707,1391.2028263861544,46.32136360278644
1412.7440314553153,1561.635756669804,1398.2573296553308,45.848739444989285
1405.3552322894757,1606.4548893377028,1401.0311758244563,43.78404975256701
1389.6063560710902,1576.6175462871436,1397.2870343685236,47.15357329752148
1413.4939981314988,1581.5914706988433,1376.4429650987265,46.05519897629394
1404.6094928131492,1595.1764883232722,1415.7458635776234,47.144645569292756
1412.1929317825843,1593.9264572416064,1410.8648012289038,43.55096345564441
1409.4444326288542,1585.5759962477093,1404.4575985121712,47.25474000887553
1387.5650748361688,1575.8266325755908,1419.0749067255326,43.353318254042556
1391.5972843970455,1573.7466310853529,1390.2263588251628,48.63191037990283
1411.2094040768488,1597.1579765058268,1418.8762512062601,47.782836851202624
1409.155553981502,1591.071390621356,1390.3478592324946,46.58200284286312
1399.6864760905378,1574.853999987644,1402.3873792529137,47.84407979012312
1401.7599107496317,1601.6422462598628,1387.261626748658,45.53288860600467
1419.1649734368264,1577.4193176974043,1400.1469409554436,47.10856327342234
1391.1264291674624,1562.9667565133122,1403.861664979984,48.192161057690505
1408.2064607175505,1564.8205860219332,1398.4530966886543,42.358566126362916
1396.9671102134917,1560.4251832738046,1407.1387744409014,46.32916346048371
1396.7347819515917,1574.5517996679262,1400.9901444948725,46.96603380479544
1416.4816527798077,1604.674485566724,1394.775852716225,46.70555957338135
1412.3812452348204,1563.89809637939,1394.3318668219765,49.18565273934111
1412.2026445400095,1583.769515220362,1408.1091377261569,45.31414831261567
1419.582182107315,1566.8662130874518,1393.4625797019303,46.068261134832156
1400.3150576244914,1574.7938191745714,1409.1540297048493,44.12619646053733
1410.2292945694244,1549.799175760295,1412.2271179283193,49.265429976909715
1395.3459986510982,1575.5892354168693,1383.3128613765386,46.6305647860868
1404.8624952873267,1576.1258924039007,1411.3292638730104,46.342386667944936
1398.0478541844848,1590.805758880714,1420.604226984447,46.92127597653393
1401.4549394748908,1584.4656182651074,1402.5200376120192,47.95435374264549
1408.9273553815538,1556.032157500959,1405.9908418529483,47.52104510527419
1387.7266897514978,1601.683964880871,1410.3700532436915,50.97182632033563
1431.385809135282,1584.2060608044399,1397.2451768482097,47.680903832605665
1384.9097392775045,1583.9678703435497,1401.8228022353787,46.302131856246376
1381.787170808184,1579.8163529322971,1386.858004703769,46.15796489371408
1417.371663102501,1569.6448510555556,1401.3863502853046,46.41086157137479
1411.874940409444,1584.3560467949744,1404.9811199564454,44.747244613055244
1409.3617972557822,1589.5117687185716,1405.1616302292648,47.05979631123738
1409.425182638964,1545.0620861730888,1410.6542472359758,48.17520215931338
1399.8162984072962,1569.2247832530782,1392.2519782186448,46.07995459906515
1386.5411844277126,1574.9010605919282,1394.673932433265,45.78892991557383
1401.1370683729058,1585.1234121138855,1418.9550734599136,49.27391771944135
1389.8425743273183,1603.8662201185425,1398.496716262363,44.86027526506825
1414.6267960012663,1564.5651837080643,1402.0003378731233,43.89827243528405
1397.7941392774678,1570.0407630636432,1399.3298995827479,45.270647084528925
1387.6175420481122,1569.749317787069,1391.7831917369497,44.68935092431356
1395.179212375205,1563.969448197909,1416.235292108918,47.57933909615687
1406.1939718141343,1573.0562700977548,1394.7229858807939,46.45894324932564
1391.5441317079403,1595.4160443997594,1388.7271447629307,46.67046943246424
1387.6666940665036,1558.9232900927132,1395.4925972269725,48.72940126546216
1403.6553081723787,1588.556287903058,1379.9829399827447,45.962997708255834
1403.6744985666307,1545.9619553996333,1393.487125350168,48.16263411761846
1392.395852369433,1568.773240071156,1390.3187140214768,49.266984198804806
1392.9344254157252,1573.4102139956403,1406.1742863092732,46.31650625297951
1403.4807490603646,1613.4971934582813,1393.2658576044012,48.10553428333447
1378.27873487754,1574.5039539049462,1408.8780393557886,46.63727313120653
1378.8880433843517,1535.9751305309817,1413.9848399306932,48.38614719326118
1389.2233366812134,1540.022221862775,1407.811753362876,44.64276621863559
1396.7982927243222,1580.6805917269337,1397.8461171113993,44.53173163231198
1404.66361348397,1592.275417115798,1401.4111449670559,46.41309842763869
1422.1303432542434,1587.509117152545,1384.7501505985595,45.66661278641035
1412.8648943480302,1583.3514021160197,1398.6622062747876,46.22493633585517
1397.6009220505487,1603.2451919501134,1391.3956153193317,46.67071012632929
1399.7147568814596,1569.2081755852573,1406.943263811493,48.08002029775438
1384.962059530433,1597.8982111205364,1425.7275238924447,46.3885091321511
1399.7223029601141,1547.3597022994716,1404.998216359738,45.76420803406537
1395.670120416198,1561.9010433412386,1380.0885985104533,46.472729934861654
1404.8407784050714,1543.8591721013636,1396.3876980708562,45.846282080290074
1387.5915358467153,1574.5030939866042,1401.2249092537445,45.59899174690593
1407.7901977136175,1579.0747756546732,1400.8735742526026,44.58047477963455
1422.9910836950387,1582.2820298445304,1392.6918687439124,47.104217174331616
1398.368597773147,1581.2376670577428,1402.4529174263694,46.14694144010442
1406.025675831484,1561.4489333837655,1387.5749916308062,48.44941810885201
1410.3521598756668,1576.1951831117358,1390.5509127731493,44.828905861911586
1393.9816929217125,1550.0510666278851,1406.4579764160371,46.186874667428185
1403.3613872271562,1607.2645795026451,1389.8433676912018,49.71936083098812
1400.188886011727,1573.92747854204,1405.3821160549226,45.590585724353225
1401.4651414782325,1570.222277619126,1386.3053622534394,46.645200121855815
1388.404853242168,1611.7788065688817,1417.6482588379174,45.17623402576195
1400.367652613884,1555.1550693290153,1392.2573007759595,44.97735873082853
1407.4699743686817,1557.4882577193607,1397.7633342819656,49.32096647463152
1421.7671541169257,1558.0755935026286,1403.3061326109041,47.256559238955724
1414.389062391278,1578.6425723660104,1394.3465004749892,47.200518257356435
1432.2977368626734,1588.6326325927519,1401.4340596107131,44.455525647325665
1388.4897865566793,1594.7935093623566,1405.7535672452013,47.538112082162456
1413.0848095508102,1631.4399063498993,1409.6061323250349,48.73613291899074
1402.7501300860754,1535.0113509159846,1407.9149743597295,48.724215591242796
1432.847043998265,1592.1747117824884,1398.2818953619733,48.00249984440924
1387.8755257196726,1568.8573885485553,1398.5336822595639,45.305771633606895
1387.4041723672883,1568.2716970222245,1423.4910855802502,47.46968512578949
1391.0091103183397,1567.6045574349225,1409.4988906824929,48.00137744071491
1368.1415641353528,1561.8246065838405,1390.781763436798,44.30833462236665
1392.1136746747886,1613.690496692069,1400.9998816376556,45.31808061277732
1388.6130100766945,1596.845946540278,1396.648568612218,48.33223598261516
1402.255906797143,1580.4639195711475,1398.6466576607688,48.314068665007895
1405.1263396366573,1607.02031504974,1387.7050484229192,44.67712544956791
1428.1425625882382,1549.7494206940225,1395.8807676561405,48.19253218890376
1414.2563575727906,1553.3858973733816,1418.1155577319391,47.142955098730425
1391.3464451650639,1536.4406453561062,1405.790763008755,48.171513431910725
1386.5237799297747,1566.0117091975342,1375.0883859184853,46.04821801484909
1407.3787875725975,1583.233970534095,1412.1672349249795,47.96777524472135
1380.1965018946903,1582.0571715586466,1410.8962952290917,48.26574316172844
1427.4718814878154,1582.9868382211976,1396.4071469569358,46.472997596816434
1417.6916018108193,1551.7788633786784,1407.1726354378322,47.026628819259926
1392.9623652184293,1596.0630948522805,1391.406007891828,46.02721755574302
1374.3029820636368,1584.79255036478,1395.2974428373363,49.47745842302882
1420.3080856124811,1594.66108562932,1414.9854636066984,46.81959209101135
1398.2819023212107,1542.144756448199,1397.282699601303,45.61696351223423
1418.567244679602,1586.2298171759558,1381.3026833804502,45.92626112918788
1376.0835851180846,1556.2446952016494,1399.3669677721866,47.19015590171317
1391.0093746556934,1572.0535349489728,1399.2141160708563,48.129996757667314
1400.0786554957726,1590.6872979727277,1411.9836856937345,44.99625973227422
1400.704708906471,1581.8218721251183,1400.1433642217576,49.77149000441367
1393.2490179278113,1562.9692004044136,1395.7841768855972,47.46301294108343
1409.3427489852124,1580.1254631236884,1410.450561452312,47.69968395945412
